month,doctor_id,rep_id,product_id,product_name,region,state,specialty,potential_segment,sales_calls,prescriptions,units_sold,discount_pct,revenue,cost,new_patients,repeat_patients,gross_profit,gross_margin_pct
2025-07-01,D0075,R024,P002,GlucoCare,West,Goa,Diabetology,Medium,7,51,60,0.0820,53977.14,36718.33,13,38,17258.81,0.3197
2025-07-01,D0075,R024,P003,RespiraX,West,Goa,Diabetology,Medium,4,15,19,0.0662,25194.28,14536.59,5,10,10657.69,0.4230
2025-07-01,D0076,R003,P001,CardioPlus,East,West Bengal,Cardiology,High,6,47,55,0.0641,64342.61,41825.24,12,35,22517.37,0.3500
2025-07-01,D0076,R023,P004,NeuroZen,East,West Bengal,Cardiology,High,10,36,40,0.0722,61233.11,35134.64,8,28,26098.47,0.4262
2025-07-01,D0077,R012,P001,CardioPlus,South,Karnataka,Cardiology,High,8,46,53,0.0983,59735.44,38998.48,19,27,20736.96,0.3471
2025-07-01,D0078,R014,P001,CardioPlus,West,Goa,Cardiology,High,9,52,64,0.0658,74739.43,46943.76,16,36,27795.68,0.3719
2025-07-01,D0079,R007,P005,MediCore,South,Karnataka,General Medicine,Low,4,15,19,0.0707,12713.29,9234.17,6,9,3479.12,0.2737
2025-07-01,D0080,R003,P002,GlucoCare,East,Odisha,Diabetology,Low,2,19,21,0.0633,19276.37,13019.63,5,14,6256.74,0.3246
2025-07-01,D0081,R010,P004,NeuroZen,Central,Madhya Pradesh,Neurology,Low,4,17,19,0.0821,28774.80,17216.88,6,11,11557.92,0.4017
2025-07-01,D0082,R012,P003,RespiraX,South,Tamil Nadu,Pulmonology,Low,1,17,20,0.0588,26729.89,15558.16,3,14,11171.73,0.4179
2025-07-01,D0083,R010,P003,RespiraX,Central,Chhattisgarh,Pulmonology,Low,4,16,19,0.0872,24626.75,14397.03,6,10,10229.72,0.4154
2025-07-01,D0084,R001,P001,CardioPlus,North,Haryana,Cardiology,Low,2,21,24,0.0657,28027.65,17311.39,7,14,10716.27,0.3823
2025-07-01,D0085,R003,P002,GlucoCare,East,West Bengal,Diabetology,Medium,7,40,52,0.1044,45639.41,30757.27,14,26,14882.14,0.3261
2025-07-01,D0086,R018,P002,GlucoCare,East,Assam,Diabetology,Low,2,19,21,0.0936,18653.38,12241.66,7,12,6411.72,0.3437
2025-07-01,D0087,R022,P004,NeuroZen,South,Tamil Nadu,Neurology,Medium,4,30,39,0.0574,60654.66,34522.64,11,19,26132.02,0.4308
2025-07-01,D0087,R017,P003,RespiraX,South,Tamil Nadu,Neurology,Medium,6,20,26,0.0628,34602.40,21336.12,7,13,13266.28,0.3834
2025-07-01,D0088,R010,P003,RespiraX,Central,Madhya Pradesh,Pulmonology,High,4,33,40,0.0811,52191.86,32133.88,8,25,20057.98,0.3843
2025-07-01,D0089,R017,P002,GlucoCare,South,Kerala,Diabetology,Medium,3,30,35,0.0663,32024.44,22536.59,8,22,9487.84,0.2963
2025-07-01,D0090,R010,P004,NeuroZen,Central,Madhya Pradesh,Neurology,Medium,5,32,38,0.0787,57767.61,33301.33,7,25,24466.28,0.4235
2025-07-01,D0091,R018,P002,GlucoCare,East,Assam,Diabetology,High,8,47,56,0.0758,50720.97,34538.24,12,35,16182.73,0.3191
2025-07-01,D0091,R008,P001,CardioPlus,East,Assam,Diabetology,High,5,36,46,0.0840,52669.05,34755.40,10,26,17913.65,0.3401
2025-07-01,D0092,R008,P001,CardioPlus,East,West Bengal,Cardiology,Medium,8,32,42,0.0682,48920.11,31657.35,13,19,17262.76,0.3529
2025-07-01,D0093,R025,P003,RespiraX,Central,Madhya Pradesh,Pulmonology,Low,5,14,14,0.0896,18099.45,10487.13,5,9,7612.32,0.4206
2025-07-01,D0094,R012,P002,GlucoCare,South,Kerala,Diabetology,Low,3,21,23,0.0625,21130.29,14599.31,6,15,6530.99,0.3091
2025-07-01,D0095,R002,P003,RespiraX,South,Tamil Nadu,Pulmonology,Medium,6,33,37,0.0829,48185.40,28518.08,10,23,19667.32,0.4082
2025-07-01,D0096,R023,P004,NeuroZen,East,Odisha,Neurology,Medium,6,21,27,0.0732,41288.06,23816.82,6,15,17471.23,0.4232
2025-07-01,D0097,R009,P003,RespiraX,West,Maharashtra,Pulmonology,Medium,4,38,50,0.0717,65906.63,39420.46,15,23,26486.17,0.4019
2025-07-01,D0098,R021,P002,GlucoCare,North,Delhi,Diabetology,Medium,3,25,31,0.0607,28537.11,19191.85,9,16,9345.26,0.3275
2025-07-01,D0099,R013,P002,GlucoCare,East,Assam,Diabetology,Medium,2,41,50,0.0961,44290.65,30327.30,10,31,13963.35,0.3153
2025-07-01,D0100,R005,P002,GlucoCare,Central,Madhya Pradesh,Diabetology,Medium,6,33,36,0.0922,32028.55,21622.45,8,25,10406.10,0.3249
2025-07-01,D0101,R020,P004,NeuroZen,Central,Chhattisgarh,Neurology,Medium,7,37,49,0.0731,74935.96,44452.45,12,25,30483.52,0.4068
2025-07-01,D0102,R018,P003,RespiraX,East,West Bengal,Pulmonology,Low,1,20,25,0.0700,33014.76,20130.68,7,13,12884.08,0.3903
2025-07-01,D0103,R009,P002,GlucoCare,West,Rajasthan,Diabetology,Low,3,21,28,0.0596,25805.48,16950.41,5,16,8855.08,0.3431
2025-07-01,D0104,R025,P001,CardioPlus,Central,Jharkhand,Cardiology,Medium,5,24,27,0.0832,30941.23,20211.32,5,19,10729.91,0.3468
2025-07-01,D0105,R016,P004,NeuroZen,North,Haryana,Neurology,Medium,5,28,32,0.0625,49498.87,27766.20,9,19,21732.67,0.4391
2025-07-01,D0106,R002,P004,NeuroZen,South,Kerala,Neurology,Medium,6,32,39,0.0997,57935.53,34637.61,10,22,23297.92,0.4021
2025-07-01,D0107,R019,P001,CardioPlus,West,Maharashtra,Cardiology,Medium,4,36,46,0.0913,52251.09,32298.88,9,27,19952.21,0.3819
2025-07-01,D0108,R010,P001,CardioPlus,Central,Chhattisgarh,Cardiology,Medium,8,34,35,0.0716,40619.64,26067.64,12,22,14551.99,0.3583
2025-07-01,D0109,R019,P004,NeuroZen,West,Rajasthan,Neurology,Low,3,20,26,0.0989,38657.33,22883.35,6,14,15773.97,0.4080
2025-07-01,D0110,R018,P002,GlucoCare,East,Odisha,Diabetology,Medium,5,31,34,0.0695,31003.02,21512.98,9,22,9490.04,0.3061
2025-07-01,D0111,R019,P001,CardioPlus,West,Maharashtra,Cardiology,High,4,43,54,0.0693,62820.74,38794.46,16,27,24026.28,0.3825
2025-07-01,D0112,R001,P001,CardioPlus,North,Haryana,Cardiology,Medium,4,35,39,0.0803,44836.10,29169.51,14,21,15666.59,0.3494
2025-07-01,D0112,R006,P003,RespiraX,North,Haryana,Cardiology,Medium,9,31,41,0.0795,53593.62,33186.10,9,22,20407.51,0.3808
2025-07-01,D0113,R005,P001,CardioPlus,Central,Jharkhand,Cardiology,Low,1,23,27,0.1036,30254.77,18720.53,8,15,11534.24,0.3812
2025-07-01,D0114,R007,P004,NeuroZen,South,Karnataka,Neurology,Low,1,16,19,0.1039,28093.88,16026.96,4,12,12066.92,0.4295
2025-07-01,D0115,R008,P003,RespiraX,East,Odisha,Pulmonology,Medium,3,28,36,0.0839,46830.63,27592.63,10,18,19238.00,0.4108
2025-07-01,D0116,R019,P004,NeuroZen,West,Gujarat,Neurology,Medium,4,32,35,0.0864,52760.22,31795.23,10,22,20965.00,0.3974
2025-07-01,D0117,R007,P001,CardioPlus,South,Karnataka,Cardiology,Medium,6,29,30,0.0669,34992.06,21749.58,9,20,13242.48,0.3784
2025-07-01,D0118,R022,P005,MediCore,South,Telangana,General Medicine,Medium,6,39,47,0.0725,31388.09,21957.21,16,23,9430.88,0.3005
2025-07-01,D0119,R009,P003,RespiraX,West,Goa,Pulmonology,Medium,4,31,38,0.0991,48611.17,28487.59,11,20,20123.58,0.4140
2025-07-01,D0120,R014,P002,GlucoCare,West,Goa,Diabetology,High,7,49,57,0.0917,50735.78,33625.44,16,33,17110.34,0.3372
2025-07-01,D0121,R021,P001,CardioPlus,North,Uttar Pradesh,Cardiology,High,7,47,62,0.0593,72900.98,47732.29,18,29,25168.69,0.3452
2025-07-01,D0122,R024,P001,CardioPlus,West,Gujarat,Cardiology,Medium,5,31,40,0.0919,45405.28,28733.08,9,22,16672.19,0.3672
2025-07-01,D0122,R004,P005,MediCore,West,Gujarat,Cardiology,Medium,5,23,26,0.0763,17292.08,12669.38,6,17,4622.70,0.2673
2025-07-01,D0123,R008,P004,NeuroZen,East,West Bengal,Neurology,Low,3,15,20,0.0742,30552.30,17804.07,5,10,12748.22,0.4173
2025-07-01,D0124,R009,P004,NeuroZen,West,Maharashtra,Neurology,Medium,5,30,36,0.0808,54598.00,30972.11,8,22,23625.89,0.4327
2025-07-01,D0125,R025,P003,RespiraX,Central,Madhya Pradesh,Pulmonology,High,9,60,65,0.0942,83608.30,51823.86,20,40,31784.45,0.3802
2025-07-01,D0126,R022,P003,RespiraX,South,Telangana,Pulmonology,Medium,5,24,26,0.0703,34325.40,20401.36,7,17,13924.04,0.4056
2025-07-01,D0127,R021,P004,NeuroZen,North,Punjab,Neurology,High,8,48,55,0.0768,83783.96,48986.79,19,29,34797.16,0.4153
2025-07-01,D0128,R011,P002,GlucoCare,North,Uttar Pradesh,Diabetology,Low,1,21,27,0.1006,23798.24,16420.16,6,15,7378.08,0.3100
2025-07-01,D0129,R003,P005,MediCore,East,Bihar,General Medicine,High,6,58,75,0.0673,50367.15,35408.06,22,36,14959.09,0.2970
2025-07-01,D0130,R003,P004,NeuroZen,East,Assam,Neurology,Medium,7,40,48,0.0789,72948.37,41614.19,15,25,31334.18,0.4295
2025-07-01,D0131,R015,P004,NeuroZen,Central,Madhya Pradesh,Neurology,Medium,7,33,38,0.0797,57701.68,33560.17,7,26,24141.51,0.4184
2025-07-01,D0132,R011,P001,CardioPlus,North,Punjab,Cardiology,Medium,5,33,41,0.0695,47687.55,29608.03,11,22,18079.52,0.3791
2025-07-01,D0133,R002,P002,GlucoCare,South,Tamil Nadu,Diabetology,Medium,4,33,38,0.0948,33708.10,22743.34,13,20,10964.76,0.3253
2025-07-01,D0134,R005,P002,GlucoCare,Central,Madhya Pradesh,Diabetology,Low,1,20,23,0.0890,20533.62,13448.12,7,13,7085.50,0.3451
2025-07-01,D0135,R009,P005,MediCore,West,Gujarat,General Medicine,Low,1,13,13,0.0735,8672.01,6182.77,4,9,2489.24,0.2870
2025-07-01,D0136,R011,P004,NeuroZen,North,Uttar Pradesh,Neurology,High,8,50,62,0.0559,96580.69,56907.99,13,37,39672.70,0.4108
2025-07-01,D0137,R001,P005,MediCore,North,Uttar Pradesh,General Medicine,Low,1,17,20,0.0911,13087.54,9595.80,5,12,3491.74,0.2668
2025-07-01,D0138,R024,P001,CardioPlus,West,Maharashtra,Cardiology,High,7,46,52,0.0746,60147.85,37075.13,19,27,23072.72,0.3836
2025-07-01,D0139,R006,P001,CardioPlus,North,Punjab,Cardiology,Medium,6,39,41,0.0997,46141.99,29470.47,15,24,16671.52,0.3613
2025-07-01,D0140,R008,P001,CardioPlus,East,Odisha,Cardiology,Medium,10,48,51,0.1048,57071.20,36674.26,17,31,20396.94,0.3574
2025-07-01,D0141,R012,P003,RespiraX,South,Karnataka,Pulmonology,Medium,6,32,35,0.0681,46314.64,27048.42,11,21,19266.22,0.4160
2025-07-01,D0142,R015,P003,RespiraX,Central,Jharkhand,Pulmonology,High,7,46,61,0.0617,81278.55,49905.14,16,30,31373.41,0.3860
2025-07-01,D0143,R008,P004,NeuroZen,East,Assam,Neurology,Medium,5,35,37,0.0757,56426.67,32875.61,7,28,23551.06,0.4174
2025-07-01,D0144,R022,P004,NeuroZen,South,Telangana,Neurology,Medium,3,25,29,0.0891,43587.31,26182.16,8,17,17405.15,0.3993
2025-07-01,D0145,R013,P004,NeuroZen,East,Bihar,Neurology,Medium,3,32,34,0.0961,50706.58,29741.08,10,22,20965.51,0.4135
2025-07-01,D0146,R017,P001,CardioPlus,South,Telangana,Cardiology,High,7,43,57,0.0711,66186.35,40848.01,16,27,25338.34,0.3828
2025-07-01,D0146,R012,P005,MediCore,South,Telangana,Cardiology,High,4,20,22,0.1034,14202.82,10343.75,6,14,3859.08,0.2717
2025-07-01,D0147,R022,P003,RespiraX,South,Karnataka,Pulmonology,Medium,3,25,27,0.0941,34730.43,20512.28,8,17,14218.15,0.4094
2025-07-01,D0147,R022,P002,GlucoCare,South,Karnataka,Pulmonology,Medium,3,16,21,0.0867,18795.47,12987.02,6,10,5808.45,0.3090
2025-07-01,D0148,R022,P003,RespiraX,South,Karnataka,Pulmonology,High,9,44,57,0.1016,72713.58,43977.43,13,31,28736.15,0.3952
2025-07-01,D0149,R019,P003,RespiraX,West,Rajasthan,Pulmonology,High,4,42,46,0.0945,59147.44,34431.09,13,29,24716.35,0.4179
2025-07-01,D0150,R020,P003,RespiraX,Central,Jharkhand,Pulmonology,Medium,4,24,28,0.0785,36636.88,22258.32,7,17,14378.56,0.3925
2025-07-01,D0151,R008,P002,GlucoCare,East,Assam,Diabetology,Low,3,22,26,0.0901,23184.72,15553.88,8,14,7630.84,0.3291
2025-07-01,D0152,R011,P001,CardioPlus,North,Uttar Pradesh,Cardiology,Medium,1,24,30,0.0967,33874.64,21621.33,9,15,12253.30,0.3617
2025-07-01,D0153,R019,P002,GlucoCare,West,Gujarat,Diabetology,Medium,5,26,33,0.0595,30416.37,20709.40,7,19,9706.97,0.3191
2025-07-01,D0154,R011,P002,GlucoCare,North,Delhi,Diabetology,Medium,4,40,50,0.0769,45234.22,30743.53,16,24,14490.69,0.3203
2025-07-01,D0155,R007,P005,MediCore,South,Karnataka,General Medicine,Medium,4,37,47,0.0792,31161.40,22052.03,14,23,9109.37,0.2923
2025-07-01,D0156,R014,P003,RespiraX,West,Gujarat,Pulmonology,Medium,5,30,36,0.0673,47677.87,28133.56,11,19,19544.31,0.4099
2025-07-01,D0157,R025,P005,MediCore,Central,Madhya Pradesh,General Medicine,Low,3,13,15,0.1042,9674.54,6763.02,5,8,2911.52,0.3009
2025-07-01,D0158,R020,P001,CardioPlus,Central,Jharkhand,Cardiology,Low,1,21,25,0.0588,29411.79,18621.99,8,13,10789.80,0.3669
2025-07-01,D0159,R002,P004,NeuroZen,South,Telangana,Neurology,High,10,51,61,0.0880,91792.51,54877.18,16,35,36915.33,0.4022
2025-07-01,D0160,R006,P004,NeuroZen,North,Punjab,Neurology,Medium,3,30,39,0.0756,59484.01,33685.99,7,23,25798.02,0.4337
2025-07-01,D0160,R011,P001,CardioPlus,North,Punjab,Neurology,Medium,6,16,21,0.0762,24249.50,15974.24,5,11,8275.26,0.3413
2025-07-01,D0161,R024,P005,MediCore,West,Goa,General Medicine,Medium,5,41,45,0.0645,30308.70,22434.59,10,31,7874.11,0.2598
2025-07-01,D0162,R015,P004,NeuroZen,Central,Madhya Pradesh,Neurology,High,5,54,64,0.0606,99204.78,58713.88,22,32,40490.90,0.4082
2025-07-01,D0163,R012,P002,GlucoCare,South,Karnataka,Diabetology,High,6,47,63,0.0742,57156.14,39217.36,19,28,17938.78,0.3139
2025-07-01,D0164,R002,P005,MediCore,South,Kerala,General Medicine,Medium,10,41,47,0.0962,30585.43,22116.20,16,25,8469.23,0.2769
2025-07-01,D0165,R003,P005,MediCore,East,Assam,General Medicine,Low,4,21,24,0.1038,15487.14,11108.71,8,13,4378.43,0.2827
2025-07-01,D0165,R018,P003,RespiraX,East,Assam,General Medicine,Low,4,14,16,0.0799,20904.31,12171.36,5,9,8732.95,0.4178
2025-07-01,D0166,R009,P005,MediCore,West,Gujarat,General Medicine,Low,3,20,23,0.0600,15567.15,11235.55,6,14,4331.60,0.2783
2025-07-01,D0167,R013,P004,NeuroZen,East,Assam,Neurology,Medium,7,44,58,0.0568,90265.85,52194.11,9,35,38071.74,0.4218
2025-07-01,D0168,R017,P002,GlucoCare,South,Kerala,Diabetology,Low,1,15,18,0.0782,16260.59,11051.20,5,10,5209.39,0.3204
2025-07-01,D0169,R017,P003,RespiraX,South,Kerala,Pulmonology,Medium,5,23,29,0.0738,38139.79,22338.34,7,16,15801.45,0.4143
2025-07-01,D0170,R020,P004,NeuroZen,Central,Madhya Pradesh,Neurology,Medium,5,31,38,0.0851,57365.22,33713.57,8,23,23651.64,0.4123
2025-07-01,D0171,R006,P002,GlucoCare,North,Punjab,Diabetology,Medium,1,22,25,0.0552,23148.62,15989.35,7,15,7159.27,0.3093
2025-07-01,D0172,R003,P002,GlucoCare,East,West Bengal,Diabetology,Medium,7,39,42,0.0743,38100.06,25526.73,10,29,12573.34,0.3300
2025-07-01,D0173,R004,P004,NeuroZen,West,Goa,Neurology,High,1,45,47,0.0856,70913.88,42037.56,13,32,28876.32,0.4072
2025-07-01,D0173,R004,P003,RespiraX,West,Goa,Neurology,High,5,28,30,0.0553,40243.99,24986.78,9,19,15257.21,0.3791
2025-07-01,D0174,R008,P001,CardioPlus,East,West Bengal,Cardiology,Medium,5,33,40,0.0911,45447.46,28148.17,9,24,17299.29,0.3806
2025-07-01,D0175,R003,P004,NeuroZen,East,West Bengal,Neurology,Medium,3,24,28,0.0785,42574.70,24604.37,7,17,17970.34,0.4221
2025-07-01,D0176,R016,P002,GlucoCare,North,Haryana,Diabetology,Low,5,28,33,0.0717,30022.84,20929.48,9,19,9093.36,0.3029
2025-07-01,D0177,R024,P003,RespiraX,West,Gujarat,Pulmonology,Medium,6,27,33,0.0728,43446.61,26891.64,11,16,16554.97,0.3810
2025-07-01,D0178,R002,P004,NeuroZen,South,Telangana,Neurology,Low,2,16,17,0.0739,25976.86,14853.41,3,13,11123.45,0.4282
2025-07-01,D0179,R007,P005,MediCore,South,Tamil Nadu,General Medicine,High,3,39,47,0.0818,31070.47,22750.51,12,27,8319.96,0.2678
2025-07-01,D0180,R001,P005,MediCore,North,Delhi,General Medicine,Medium,8,40,46,0.0755,30619.39,21378.09,9,31,9241.30,0.3018
2025-07-01,D0181,R015,P002,GlucoCare,Central,Madhya Pradesh,Diabetology,Medium,3,24,32,0.0837,28736.47,18797.45,9,15,9939.02,0.3459
2025-07-01,D0182,R010,P004,NeuroZen,Central,Madhya Pradesh,Neurology,Medium,3,36,38,0.0852,57356.96,33189.28,9,27,24167.69,0.4214
2025-07-01,D0183,R016,P004,NeuroZen,North,Delhi,Neurology,High,10,46,58,0.0852,87541.78,51450.99,12,34,36090.80,0.4123
2025-07-01,D0184,R015,P005,MediCore,Central,Chhattisgarh,General Medicine,Medium,5,35,42,0.0698,28127.78,20554.37,13,22,7573.40,0.2692
2025-07-01,D0184,R010,P003,RespiraX,Central,Chhattisgarh,General Medicine,Medium,3,15,18,0.0790,23541.29,14073.96,4,11,9467.34,0.4022
2025-07-01,D0185,R016,P005,MediCore,North,Uttar Pradesh,General Medicine,Low,3,20,26,0.0770,17279.44,12131.41,8,12,5148.03,0.2979
2025-07-01,D0186,R008,P001,CardioPlus,East,Bihar,Cardiology,Medium,6,35,36,0.0569,42439.54,26128.38,9,26,16311.16,0.3843
2025-07-01,D0187,R002,P005,MediCore,South,Tamil Nadu,General Medicine,Medium,9,52,58,0.0636,39103.69,28226.69,13,39,10877.00,0.2782
2025-07-01,D0188,R014,P005,MediCore,West,Maharashtra,General Medicine,High,5,48,56,0.0602,37893.35,27287.25,18,30,10606.10,0.2799
2025-07-01,D0188,R009,P001,CardioPlus,West,Maharashtra,General Medicine,High,9,35,43,0.0921,48798.61,31952.19,14,21,16846.41,0.3452
2025-07-01,D0189,R016,P004,NeuroZen,North,Punjab,Neurology,Medium,5,27,29,0.0710,44452.88,26507.88,6,21,17945.01,0.4037
2025-07-01,D0190,R006,P004,NeuroZen,North,Haryana,Neurology,Medium,4,35,38,0.0735,58090.93,33741.35,13,22,24349.58,0.4192
2025-07-01,D0191,R007,P001,CardioPlus,South,Tamil Nadu,Cardiology,Medium,5,39,46,0.1035,51550.26,33056.18,14,25,18494.09,0.3588
2025-07-01,D0192,R014,P002,GlucoCare,West,Maharashtra,Diabetology,Medium,1,25,29,0.0619,26661.07,17996.83,7,18,8664.24,0.3250
2025-07-01,D0193,R007,P002,GlucoCare,South,Kerala,Diabetology,Medium,4,26,29,0.0902,25855.38,18044.78,8,18,7810.60,0.3021
2025-07-01,D0194,R017,P001,CardioPlus,South,Karnataka,Cardiology,Low,3,17,18,0.0699,20927.07,13005.04,4,13,7922.04,0.3786
2025-07-01,D0195,R001,P005,MediCore,North,Punjab,General Medicine,High,10,44,54,0.0621,36467.50,26846.59,12,32,9620.91,0.2638
2025-07-01,D0196,R020,P002,GlucoCare,Central,Chhattisgarh,Diabetology,Medium,4,28,30,0.0738,27229.85,17941.53,7,21,9288.32,0.3411
2025-07-01,D0197,R013,P003,RespiraX,East,Odisha,Pulmonology,Medium,7,30,34,0.1013,43391.44,26636.41,10,20,16755.03,0.3861
2025-07-01,D0198,R005,P005,MediCore,Central,Chhattisgarh,General Medicine,Medium,6,20,21,0.0863,13814.65,10228.70,6,14,3585.95,0.2596
2025-07-01,D0199,R012,P002,GlucoCare,South,Karnataka,Diabetology,High,6,48,51,0.1040,44781.38,31509.88,16,32,13271.50,0.2964
2025-07-01,D0200,R015,P004,NeuroZen,Central,Jharkhand,Neurology,Low,1,13,15,0.0584,23304.80,13808.96,4,9,9495.85,0.4075
2025-07-01,D0201,R019,P004,NeuroZen,West,Gujarat,Neurology,Medium,4,33,36,0.0571,56010.61,32540.91,12,21,23469.71,0.4190
2025-07-01,D0202,R015,P002,GlucoCare,Central,Madhya Pradesh,Diabetology,Medium,5,40,45,0.0676,41118.93,26850.80,11,29,14268.14,0.3470
2025-07-01,D0203,R014,P005,MediCore,West,Gujarat,General Medicine,High,5,61,67,0.0774,44505.06,31609.48,21,40,12895.58,0.2898
2025-07-01,D0204,R016,P003,RespiraX,North,Delhi,Pulmonology,Low,3,23,26,0.0921,33519.11,19856.81,9,14,13662.30,0.4076
2025-07-01,D0205,R010,P002,GlucoCare,Central,Jharkhand,Diabetology,High,7,52,64,0.1005,56418.64,39803.88,18,34,16614.76,0.2945
2025-07-01,D0206,R014,P004,NeuroZen,West,Maharashtra,Neurology,Medium,1,26,32,0.1028,47374.66,26892.86,6,20,20481.80,0.4323
2025-07-01,D0207,R022,P003,RespiraX,South,Telangana,Pulmonology,High,8,40,42,0.0999,53680.71,32108.22,12,28,21572.49,0.4019
2025-07-01,D0208,R021,P005,MediCore,North,Delhi,General Medicine,High,4,43,45,0.0614,30411.57,21487.16,11,32,8924.40,0.2935
2025-07-01,D0208,R016,P004,NeuroZen,North,Delhi,General Medicine,High,5,33,36,0.0694,55275.01,30824.79,10,23,24450.22,0.4423
2025-07-01,D0209,R001,P002,GlucoCare,North,Punjab,Diabetology,Medium,6,42,55,0.0984,48597.88,32314.15,11,31,16283.73,0.3351
2025-07-01,D0210,R022,P001,CardioPlus,South,Tamil Nadu,Cardiology,Low,1,12,14,0.0641,16378.82,10167.69,2,10,6211.13,0.3792
2025-07-01,D0210,R017,P005,MediCore,South,Tamil Nadu,Cardiology,Low,7,22,24,0.0805,15888.78,11538.24,4,18,4350.54,0.2738
2025-07-01,D0211,R013,P003,RespiraX,East,West Bengal,Pulmonology,Medium,6,39,47,0.0667,62286.45,37594.78,16,23,24691.66,0.3964
2025-07-01,D0212,R011,P002,GlucoCare,North,Uttar Pradesh,Diabetology,Medium,4,31,34,0.0969,30090.49,20615.67,10,21,9474.83,0.3149
2025-07-01,D0213,R011,P004,NeuroZen,North,Delhi,Neurology,Medium,4,36,39,0.1005,57881.86,32291.03,14,22,25590.83,0.4421
2025-07-01,D0214,R024,P003,RespiraX,West,Gujarat,Pulmonology,Medium,9,34,39,0.0632,51880.47,29932.53,11,23,21947.93,0.4230
2025-07-01,D0215,R011,P001,CardioPlus,North,Punjab,Cardiology,Medium,3,32,39,0.1042,43671.06,27955.56,10,22,15715.50,0.3599
2025-07-01,D0216,R003,P003,RespiraX,East,Assam,Pulmonology,High,6,50,55,0.0551,73797.47,43745.40,15,35,30052.06,0.4072
2025-07-01,D0217,R025,P004,NeuroZen,Central,Madhya Pradesh,Neurology,High,6,46,51,0.0821,77238.00,45136.14,17,29,32101.86,0.4156
2025-07-01,D0218,R018,P002,GlucoCare,East,Bihar,Diabetology,Low,3,18,19,0.0908,16929.75,11840.27,7,11,5089.47,0.3006
2025-07-01,D0219,R018,P004,NeuroZen,East,Odisha,Neurology,Low,3,24,30,0.0965,44721.48,26895.87,6,18,17825.62,0.3986
2025-07-01,D0220,R020,P003,RespiraX,Central,Madhya Pradesh,Pulmonology,Medium,5,30,31,0.0628,41255.71,25573.90,6,24,15681.81,0.3801
2025-07-01,D0221,R020,P005,MediCore,Central,Jharkhand,General Medicine,Medium,5,34,36,0.0984,23368.33,16430.02,8,26,6938.30,0.2969
2025-07-01,D0222,R025,P001,CardioPlus,Central,Chhattisgarh,Cardiology,Medium,6,36,39,0.0831,44698.48,27855.43,8,28,16843.05,0.3768
2025-07-01,D0223,R014,P004,NeuroZen,West,Maharashtra,Neurology,High,2,44,47,0.0941,70249.41,41215.18,16,28,29034.23,0.4133
2025-07-01,D0224,R007,P004,NeuroZen,South,Telangana,Neurology,Low,2,18,23,0.0810,34877.66,20505.32,6,12,14372.34,0.4121
2025-07-01,D0225,R001,P003,RespiraX,North,Punjab,Pulmonology,Low,3,14,17,0.0650,22571.17,13915.47,4,10,8655.70,0.3835
2025-07-01,D0226,R018,P003,RespiraX,East,Assam,Pulmonology,Medium,3,29,32,0.0678,42358.50,25950.10,8,21,16408.40,0.3874
2025-07-01,D0227,R016,P002,GlucoCare,North,Uttar Pradesh,Diabetology,Medium,5,21,24,0.1018,21126.16,13983.66,6,15,7142.50,0.3381
2025-07-01,D0228,R019,P005,MediCore,West,Rajasthan,General Medicine,Medium,5,32,40,0.0593,27091.57,19609.68,7,25,7481.90,0.2762
2025-07-01,D0229,R010,P001,CardioPlus,Central,Chhattisgarh,Cardiology,High,11,51,64,0.0704,74371.09,48923.80,12,39,25447.29,0.3422
2025-07-01,D0230,R016,P005,MediCore,North,Uttar Pradesh,General Medicine,Low,2,10,12,0.0789,7958.15,5643.19,3,7,2314.96,0.2909
2025-07-01,D0231,R019,P003,RespiraX,West,Gujarat,Pulmonology,Medium,3,22,23,0.0793,30071.46,18029.87,8,14,12041.59,0.4004
2025-07-01,D0232,R021,P005,MediCore,North,Uttar Pradesh,General Medicine,Medium,5,27,28,0.0574,19002.10,13134.90,7,20,5867.21,0.3088
2025-07-01,D0233,R007,P001,CardioPlus,South,Kerala,Cardiology,Low,2,10,11,0.0835,12601.66,8288.93,3,7,4312.74,0.3422
2025-07-01,D0234,R003,P001,CardioPlus,East,Bihar,Cardiology,Low,6,25,27,0.0606,31703.88,20494.15,9,16,11209.73,0.3536
2025-07-01,D0235,R015,P003,RespiraX,Central,Jharkhand,Pulmonology,Low,1,15,16,0.0883,20713.34,12371.33,3,12,8342.02,0.4027
2025-07-01,D0236,R013,P002,GlucoCare,East,Odisha,Diabetology,Medium,4,31,34,0.0698,30993.15,20404.13,10,21,10589.02,0.3417
2025-07-01,D0236,R003,P005,MediCore,East,Odisha,Diabetology,Medium,5,25,31,0.0831,20465.21,14627.06,10,15,5838.15,0.2853
2025-07-01,D0237,R002,P005,MediCore,South,Telangana,General Medicine,Medium,3,41,44,0.0727,29376.06,21289.24,15,26,8086.82,0.2753
2025-07-01,D0238,R011,P005,MediCore,North,Punjab,General Medicine,High,7,53,63,0.0812,41676.84,29464.83,21,32,12212.01,0.2930
2025-07-01,D0239,R016,P004,NeuroZen,North,Punjab,Neurology,Low,3,25,28,0.0888,42096.64,23484.43,10,15,18612.21,0.4421
2025-07-01,D0240,R005,P005,MediCore,Central,Madhya Pradesh,General Medicine,Medium,7,42,45,0.0738,30007.29,20926.44,9,33,9080.85,0.3026
